domain,spf_status,spf_record,dmarc_status,dmarc_record,dkim_status,dkim_selectors,dkim_records
sftp02.sdcc.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
sftp02.sdcc.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
server.c-ad.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
sftp2-ext.nsls2.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
sftp.sdcc.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
server.c-ad.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
sftp.nsls2.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
sftp2-ext.nsls2.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
shadow.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
sftp2-ext.nsls2.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
sftp3-ext.nsls2.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
sftp.nsls2.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
sftp2-ext.nsls2.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
sftp2-ext.nsls2.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
sftp.sdcc.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
shadow.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
shadow.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
siemens-vib-monitor.c-ad.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
sftp01.sdcc.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
sftp.sdcc.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
sftp.nsls2.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
siemens-vib-monitor.c-ad.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
sftp01.sdcc.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
sftp.sdcc.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
sftp02.sdcc.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
smail-new.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
shadow.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
shadow.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
sftp01.sdcc.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
siemens-vib-monitor.c-ad.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
siemens-vib-monitor.c-ad.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
smail-new.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
siemens-vib-monitor.c-ad.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
smail-new.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
smail-new.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
sftp01.sdcc.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
smtpgw.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
smail-new.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
sftp02.sdcc.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
smtpgw.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
sftp02.sdcc.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
smtpgw2.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
siemens-vib-monitor.c-ad.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
sftp2-ext.nsls2.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
smtpgw2.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
shadow.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
smtpgw.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
smtpgw2.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
sftp2-ext.nsls2.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
shadow.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
sftp02.sdcc.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
smtpgw2.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
smail-new.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
smtpgw.bnl.gov,valid,v=spf1 include:bnl.gov ?all,missing or invalid,,no valid records,,
shadow.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
shadow.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
siemens-vib-monitor.c-ad.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
siemens-vib-monitor.c-ad.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
smtpgw2.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
smtpout2.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
siemens-vib-monitor.c-ad.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
sftp2-ext.nsls2.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
smtpgw.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
smtpout2.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
smtpout1.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
smtpout3.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
smtpout2.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
smtpout2.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
smtpgw.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
smtpout3.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
smtpout2.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
smtpout3.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
smtpout4.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
smtpout3.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
smail-new.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
smail-new.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
snews.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
smtpout3.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
smtpgw.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
smtpgw2.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
smtpgw.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
snews.bnl.gov,valid,v=spf1 include:bnl.gov ?all,missing or invalid,,no valid records,,
snews.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
spce01.sdcc.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
smail-new.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
smtpgw.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
smtpgw2.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
smtpout2.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
snews.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
spce01.sdcc.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
snews.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
spce02.sdcc.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
smtpgw2.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
spce02.sdcc.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
spce01.sdcc.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
spce01.sdcc.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
spce01.sdcc.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
smtpgw2.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
snews.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
smtpout2.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
spce02.sdcc.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
spice.sdcc.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
smtpout2.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
smtpout3.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
sftp2-ext.nsls2.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
spce02.sdcc.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
spce02.sdcc.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
spice.sdcc.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
spice.sdcc.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
smtpout3.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
smtpout3.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
spice.sdcc.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
spin.riken.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
spice.sdcc.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
snews.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
spin.riken.bnl.gov,valid,v=spf1 include:bnl.gov ?all,missing or invalid,,no valid records,,
spoolce01.sdcc.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
spce01.sdcc.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
smtpout3.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
smtpout2.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
spce01.sdcc.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
spin.riken.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
snews.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
spoolce01.sdcc.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
spoolce01.sdcc.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
spin.riken.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
spce01.sdcc.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
snews.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
spoolce01.sdcc.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
spoolce02.sdcc.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
spoolce02.sdcc.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
spoolce01.sdcc.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
spce01.sdcc.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
spoolce02.sdcc.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
spice.sdcc.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
spce02.sdcc.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
sppub01.sdcc.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
spce02.sdcc.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
spin.riken.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
spice.sdcc.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
spoolce02.sdcc.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
sppub01.sdcc.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
spce02.sdcc.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
spce02.sdcc.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
spoolce02.sdcc.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
sppub01.sdcc.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
sppub01.sdcc.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
sprucio01-vrrp.sdcc.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
sprucio01-vrrp.sdcc.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
spoolce01.sdcc.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
spice.sdcc.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
sppub01.sdcc.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
sprucio01-vrrp.sdcc.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
spin.riken.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
sprucio02-vrrp.sdcc.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
sprucio01-vrrp.sdcc.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
spin.riken.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
spin.riken.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
spoolce01.sdcc.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
sprucio02-vrrp.sdcc.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
spin.riken.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
sprucio02-vrrp.sdcc.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
sprucio01-vrrp.sdcc.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
sprucio03.sdcc.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
spoolce01.sdcc.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
spoolce01.sdcc.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
sprucio03.sdcc.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
sprucio02-vrrp.sdcc.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
spoolce02.sdcc.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
sprucio02-vrrp.sdcc.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
spice.sdcc.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
sprucio03.sdcc.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
sppub01.sdcc.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
sprucio04.sdcc.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
sprucio01-vrrp.sdcc.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
spoolce02.sdcc.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
sprucio03.sdcc.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
spoolce02.sdcc.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
sppub01.sdcc.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
spoolce02.sdcc.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
sprucio04.sdcc.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
sprucio04.sdcc.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
sprucio03.sdcc.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ss0-v0.csi.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
sprucio04.sdcc.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
sppub01.sdcc.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
ss0-v0.csi.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
sprucio04.sdcc.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
sppub01.sdcc.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
ss0-v0.csi.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ss0-g0.csi.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
sprucio01-vrrp.sdcc.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
sprucio02-vrrp.sdcc.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
ss0-v1.csi.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
ss0-v1.csi.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
sprucio01-vrrp.sdcc.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
ss0-v0.csi.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
sprucio02-vrrp.sdcc.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
sprucio03.sdcc.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
ss0-v0.csi.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ss0-v1.csi.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
sprucio04.sdcc.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
sprucio01-vrrp.sdcc.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
ss0-v3.csi.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
ss0-v1.csi.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
ss0-v2.csi.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
ss0-v3.csi.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
sprucio02-vrrp.sdcc.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
sprucio03.sdcc.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
sprucio02-vrrp.sdcc.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
ss0-v4.csi.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
sprucio03.sdcc.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
ss0-v3.csi.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
ss0-v3.csi.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ss0-v3.csi.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ss0-v4.csi.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
sprucio03.sdcc.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
sprucio04.sdcc.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
ss0-v4.csi.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ssh-ext.nsls2.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
ss0-v0.csi.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
ssh-ext.nsls2.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
sprucio04.sdcc.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
ss0-v4.csi.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
sprucio04.sdcc.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
ss0-v1.csi.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
ss0-v4.csi.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ssh-rh8.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
ssh-ext.nsls2.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ssh-ext.nsls2.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
ssh-ext.nsls2.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ssh-rh8.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ss0-v1.csi.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
ss0-v3.csi.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
ss0-v0.csi.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
ssh-rh8.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
ss0-v0.csi.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
ssh-rh8.pbn.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
ss0-v1.csi.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
ss0-v1.csi.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ss0-v0.csi.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
ssh-rh8.pbn.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
ssh-rh8.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ss0-v4.csi.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
ssh-rh8.pbn.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
ssh-rh8.pbn.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ss0-v3.csi.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
ssh-rh8.pbn.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ss0-v3.csi.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
ssh.bluegene.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
ss0-v3.csi.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
ssh.bluegene.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
ssh-ext.nsls2.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
ssh-rh8.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
ss0-v4.csi.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
ssh.bluegene.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
ssh.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
ssh.bluegene.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ssh-rh8.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
ss0-v4.csi.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
ss0-v4.csi.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
ssh.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
ssh.bluegene.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ssh.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
ssh.nsls2.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
