domain,spf_status,spf_record,dmarc_status,dmarc_record,dkim_status,dkim_selectors,dkim_records
comanage-dev.sdcc.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
comanage.sdcc.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
commserveprod.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
cm.faster.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
commvault1.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
commvault2.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
commvault3.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
commvault2.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
commvault2.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
commvault2.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
commvault2.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
clearpass1.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
cm.faster.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
commvault3.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
comanage.sdcc.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
commvault3.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
commvault3.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
commserveprod.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
cr-metro.em.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
commvault3.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
cr-metro.em.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
commvault1.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
comanage.sdcc.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
commserveprod.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
cr-metro.em.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
commserveprod.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
cr-metro.em.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
commvault2.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
cr2.em.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
cr2.em.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
comanage-dev.sdcc.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
cr-metro.em.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
commserveprod.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
commvault1.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
cr2.em.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
cr2.em.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
cr3.em.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
commvault3.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
cr3.em.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
comanage.sdcc.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
cr2.em.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
cr3.em.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
commvault2.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
commvault1.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
cr3.em.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
commvault2.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
crlogin.em.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
commserveprod.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
commvault3.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
cr-metro.em.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
commvault2.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
crlogin.em.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
crzeiss.em.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
crlogin.em.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
crlogin.em.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
commvault1.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
cr2.em.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
commvault3.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
crzeiss.em.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
crzeiss.em.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
cr3.em.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
cr-metro.em.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
crzeiss.em.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
cr-metro.em.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
cr-metro.em.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
cs.faster.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
cs.faster.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
cr2.em.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
cr2.em.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
cr2.em.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
cr3.em.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
cr3.em.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
cs.faster.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
cr3.em.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
cs.faster.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
crlogin.em.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
cssh01.sdcc.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
crzeiss.em.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
cssh01.sdcc.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
crlogin.em.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
commvault3.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
crzeiss.em.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
cssh01.sdcc.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
cssh02.sdcc.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
crlogin.em.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
cssh02.sdcc.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
crlogin.em.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
cssh01.sdcc.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
crlogin.em.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
cssh01.sdcc.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
cups.s154.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
cssh02.sdcc.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
cssh02.sdcc.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
crzeiss.em.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
crzeiss.em.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
cssh02.sdcc.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
cs.faster.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
cups.s154.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
cups2.s154.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
cups.s154.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
cups.s154.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
cups.s154.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
cs.faster.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
crzeiss.em.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
cs.faster.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
cups2.s154.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
cups2.s154.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
cups2.s154.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
cssh01.sdcc.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
cssh02.sdcc.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
cssh01.sdcc.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
cvmfs-cache3.sdcc.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
cr3.em.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
cs.faster.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
cvmfs-cache3.sdcc.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
cvmfs-cache3.sdcc.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
cvmfs-cache3.sdcc.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
cvmfs-cache4.sdcc.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
cssh01.sdcc.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
cups.s154.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
cvmfs-cache4.sdcc.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
cvmfs-cache3.sdcc.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
cssh01.sdcc.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
cvmfs-cache4.sdcc.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
cssh02.sdcc.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
cvmfs-reverse3.sdcc.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
cvmfs-reverse3.sdcc.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
cs.faster.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
cssh02.sdcc.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
cvmfs-reverse3.sdcc.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
cvmfs-reverse3.sdcc.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
cups2.s154.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
cups.s154.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
cups.s154.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
cvmfs-cache3.sdcc.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
cvmfs-cache3.sdcc.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
cups2.s154.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
cvmfs-reverse4.sdcc.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
cups2.s154.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
cssh02.sdcc.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
cvmfs-reverse4.sdcc.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
cvmfs-reverse4.sdcc.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
cvmfs-reverse4.sdcc.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
cvmfs-s0a.sdcc.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
cvmfs-s0a.sdcc.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
cups2.s154.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
cups2.s154.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
cvmfs-reverse4.sdcc.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
cvmfs-cache3.sdcc.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
cvmfs-cache4.sdcc.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
cvmfs-s0a.sdcc.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
cvmfs-cache3.sdcc.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
cvmfs-s0a.sdcc.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
cvmfs-s0b.sdcc.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
cvmfs-s0b.sdcc.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
cvmfs-cache4.sdcc.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
cvmfs-cache4.sdcc.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
cvmfs-s0a.sdcc.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
cvmfs-cache4.sdcc.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
cvmfs-s0b.sdcc.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
cvmfs-cache4.sdcc.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
cvmfs-s1c.sdcc.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
cvmfs-reverse3.sdcc.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
cvmfs-s0b.sdcc.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
cvmfs-reverse4.sdcc.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
cvmfs-reverse3.sdcc.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
cvmfs-s1c.sdcc.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
cvmfs-reverse3.sdcc.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
cvmfs-s0b.sdcc.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
cvmfs-reverse3.sdcc.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
cvmfs-s1d.sdcc.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
cvmfs-s1c.sdcc.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
cvmfs-reverse3.sdcc.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
cups.s154.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
cvmfs-s1c.sdcc.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
cvmfs-s0a.sdcc.bnl.in,missing or invalid,,missing or invalid,,no valid records,,
cvmfs-s1d.sdcc.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
cvmfs-s1c.sdcc.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
cvmfs-reverse4.sdcc.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
cvmfs-s1d.sdcc.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
cvmfs-cache4.sdcc.bnl.us,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
cvmfs-reverse4.sdcc.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
cvmfs-stratum-zero.sdcc.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
cvmfs-s0a.sdcc.bnl.icu,missing or invalid,,missing or invalid,,no valid records,,
cvmfs-reverse4.sdcc.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
cvmfs-s0a.sdcc.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
cvmfs-s1d.sdcc.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
cvmfs-stratum-zero.sdcc.bnl.gov,missing or invalid,,missing or invalid,,no valid records,,
cvmfs-s0a.sdcc.bnl.ru,missing or invalid,,missing or invalid,,no valid records,,
cvmfs-stratum-zero.sdcc.bnl.de,valid,v=spf1 ip6:fdcf:abda:4154::/48 -all,missing or invalid,,no valid records,,
cvmfs-stratum-zero.sdcc.bnl.uk,missing or invalid,,missing or invalid,,no valid records,,
cvmfs.racf.bnl.net,valid,v=spf1 ip4:167.206.4.202 ip4:108.61.80.222 ip4:66.55.146.162 ip4:64.237.52.187 ip4:173.199.116.210 ip4:96.56.219.250 ~all,missing or invalid,,no valid records,,
cvmfs-s0b.sdcc.bnl.cn,missing or invalid,,missing or invalid,,no valid records,,
